,0
1599,Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack
1600,Yu-Gi-Oh! GX: Spirit Caller (American Sales)
1601,Def Jam: Fight for NY
1602,Sword Art Online: Infinity Moment
1603,EX Monopoly
1604,Star Trek: The Game
1605,64 de Hakken! Tamagotchi Minna de Tamagotchi World
1606,Mary-Kate and Ashley: Sweet 16 - Licenced to Drive
1607,Gundam Battle Chronicle
1608,Danball Senki Boost
1609,Momotarou Dentetsu 15
1610,Discovery Kids: Dolphin Discovery
1611,Sengoku Basara 3 Utage
1612,Petz Rescue: Endangered Paradise
1613,MotoGP 09/10
1614,Hidden Mysteries: Buckingham Palace
1615,Bust-A-Move 4
1616,NFL Quarterback Club 97
1617,Petz: Horse Club
1618,Mobile Suit Gundam Seed
1619,Barbie Super Sports
1620,Nicktoons Collection: Game Boy Advance Video Volume 2
1621,Imagine: Boutique Owner
1622,The Walking Dead: Season Two
1623,Dragon Quest Builders: Revive Alefgard
1624,ECW Hardcore Revolution
1625,Chou-Kuukan Night Pro Yakyuu King(higher JP sales)
1626,Rampage 2: Universal Tour
1627,Tales of Graces
1628,Where's Waldo? The Fantastic Journey
1629,Mary-Kate and Ashley: Sweet 16 - Licenced to Drive
1630,Jewel Quest: Expeditions
1631,NBA Jam Extreme
1632,Dragon Ball: Origins (JP & incomplete US sales)
1633,NHL Championship 2000
1634,G.I. Joe: The Rise of Cobra
1635,Kartia: The Word of Fate
1636,Lethal Skies Elite Pilot: Team SW
1637,Tamagotchi no KiraKira Omisecchi
1638,Disney's Magical Quest Starring Mickey and Minnie
1639,DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana
1640,Jikkyou Powerful Major League
1641,Darksiders II
1642,Saltwater Sportfishing
1643,Yoshi Touch & Go (JP sales)
1644,Pass the Pigs
1645,J-League Winning Eleven 2008: Club Championship
1646,Jackie Chan: Stuntmaster
1647,Sports Car GT
1648,Summer Athletics: The Ultimate Challenge (Others sales)
1649,Digimon World Re:Digitize
1650,NBA in the Zone 2000
1651,Cabela's Big Game Hunter: Ultimate Challenge
1652,The Legend of Heroes: Trails in the Sky First Chapter
1653,Are You Smarter Than a 5th Grader? Back to School
1654,Steins;Gate
1655,Pandemonium!
1656,SingStar: Back to the 80s
1657,NBA
1658,Dorabase DS: Dramatic Stadium
1659,We Sing Robbie Williams
1660,Backyard NFL Football '09
1661,Speed Racer: The Videogame
1662,Big League Sports
1663,Bratz: Forever Diamondz
1664,WCW Backstage Assault
1665,Momotarou Dentetsu 16
1666,MTV Celebrity Deathmatch
1667,Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack
1668,Now! That's What I Call Music: Dance & Sing
1669,G.I. Joe: The Rise of Cobra
1670,Naruto: Clash of Ninja (JP sales)
1671,NOëL: NOT DiGITAL
1672,Transformer: Rise of the Dark Spark
1673,Hidden Mysteries: Titanic - Secrets of the Fateful Voyage
1674,Yoga Wii
1675,Front Mission 5: Scars of the War
1676,The Fairly OddParents: Breakin' Da Rules
1677,Wedding Dash
1678,The Land Before Time: Big Water Adventure
1679,Valkyria Chronicles III: Unrecorded Chronicles
1680,ClayFighter 63 1/3
1681,Monopoly
1682,WCW Nitro
1683,Gex 3: Deep Cover Gecko
1684,WinBack: Covert Operations
1685,WipeOut 3 The Game
1686,Bastard!! Utsuro Naru Kamigami no Utsuwa
1687,Angel Blade: Neo Tokyo Guardians
1688,Threads of Fate
1689,PoPoLoCrois Monogatari II
1690,Famicom Mini: Ganbare Goemon! Karakuri Douchuu
1691,J-League Winning Eleven 10 + Europa League 06-07
1692,Tales of Phantasia: Narikiri Dungeon X
1693,Rollcage
1694,Super Robot Taisen K
1695,Shin Megami Tensei: Persona 3 (jp sales)
1696,Barbie Fashion Show: An Eye for Style
1697,Yarudora Series Vol. 2: Kisetsu wo Dakishimete
1698,Heisei Kyouiku linkai DS
1699,SpongeBob SquarePants: Game Boy Advance Video Volume 3
1700,Pro Yaky? Spirits 2010
1701,The Naked Brothers Band: The Video Game
1702,The Amazing Spider-Man (Console Version)
1703,J-League Pro Soccer Club o Tsukurou! 7 Euro Plus
1704,Jikkyou Powerful Pro Yakyuu 2012
1705,Attack on Titan (KOEI)
1706,Discovery Kids: Pony Paradise
1707,World Championship Cards
1708,Backyard NFL Football 2006
1709,NASCAR Heat 2002
1710,Sloane to MacHale no Nazo no Monogatari
1711,My Fitness Coach 2: Exercise and Nutrition
1712,Sengoku Basara 2 Heroes
1713,Buzz! The Schools Quiz
1714,Just Dance 2: Extra Songs
1715,International Superstar Soccer 2000
1716,CandyLand / Chutes & Ladders / Memory
1717,Shining Blade
1718,The Ultimate Red Ball Challenge
1719,PBR: Out of the Chute
1720,Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial
1721,Deal or No Deal: The Banker is Back!
1722,Ashes Cricket 2009
1723,From TV Animation One Piece: Grand Battle! 3
1724,Rocket Power: Zero Gravity Zone
1725,International Cricket 2010
1726,ESPN MLB Baseball
1727,All Star Pro-Wrestling
1728,The Fairly Odd Parents: Shadow Showdown
1729,Kurohyou 2: Ryu ga Gotoku Ashura Hen
1730,7th Dragon 2020
1731,Taiko no Tatsujin: Waku Waku Anime Matsuri
1732,Imagine: Babyz Fashion
1733,Ogre Battle Saga Episode Five: The March of the Black Queen
1734,"Ni Hao, Kai-lan: New Year's Celebration"
1735,Press Your Luck 2010 Edition
1736,MDK
1737,Rock Band Track Pack: Classic Rock
1738,Speed Punks
1739,The Legend of Heroes VII: The Trail of Blue
1740,Mahjongg Mysteries: Ancient Egypt
1741,CSI: Unsolved!
1742,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe"
1743,Tigger's Honey Hunt
1744,Famista 64
1745,Roadsters 99
1746,Magical Tetris Challenge
1747,Twisted Edge Extreme Snowboarding
1748,Disney's Tarzan
1749,South Park Rally
1750,Super Robot Taisen 64
1751,Snowboard Kids
1752,Shining Hearts
1753,Magical ZhuZhu Princess: Carriages & Castles
1754,Jissen Pachi-Slot Hisshouhou! Aladdin A
1755,Nobunaga no Yabou: Reppuuden
1756,Schlag den Raab
1757,Mat Hoffman's Pro BMX 2
1758,Pro Yaky? Spirits 2013
1759,We Wish You A Merry Christmas
1760,Cabela's Big Game Hunter (2008)
1761,Namco Museum Vol.4
1762,Pro Yaky? Spirits 2013
1763,Pro Yaky? Spirits 2012
1764,Taiko no Tatsujin: Go! Go! Godaime
1765,Bust-A-Move 2 Arcade Edition
1766,Go Play: Lumberjacks
1767,Puzzle Challenge: Crosswords and More!
1768,Jikkyou Powerful Pro Yakyuu 2010
1769,Ore no Shikabane o Koete Yuke
1770,Shaman King: Spirit of Shamans
1771,The Fairly Odd Parents: Enter the Cleft
1772,Tom and Jerry in House Trap
1773,Power Rangers: Time Force
1774,Jikkyou Powerful Pro Yakyuu 2011
1775,DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan
1776,UFC: Tapout
1777,Beyblade: Metal Fusion - Battle Fortress
1778,The Naked Brothers Band: The Video Game
1779,Dexter's Lab Chess Challenge
1780,The Rise of the Argonauts
1781,ESA Foundation Compilation
1782,Ninja Gaiden 3
1783,Dragon Ball Z: Idainaru Dragon Ball Densetsu
1784,"Ni Hao, Kai-lan: Super Game Day"
1785,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS
1786,Petz Pony: Beauty Pageant
1787,Danganronpa 2: Goodbye Despair
1788,Steins;Gate
1789,Power Pro Kun Pocket 12
1790,J-League Jikkyou Winning Eleven 3
1791,Dream Salon
1792,Scene It? Twilight
1793,Jikkyou J-League Perfect Striker
1794,Super Robot Taisen: Scramble Commander
1795,Re-Volt
1796,Descent
1797,Avatar: The Last Airbender - Into the Inferno
1798,Tales of the World: Narikiri Dungeon 2
1799,Tokimeki Memorial Girl's Side 3rd Story
1800,Allied General
1801,Fire ProWrestling G
1802,Kamen Rider: Battride War
1803,Mahjong: Journey Quest for Tikal
1804,SingStar Pop Vol.2
1805,Darkstalkers 3
1806,SpongeBob's Surf & Skate Roadtrip
1807,Inazuma Eleven Strikers 2012 Xtreme
1808,Kan Colle Kai
1809,Jampack: Summer 2003 (RP-T)
1810,"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu"
1811,Hexen
1812,Mace: The Dark Age
1813,AeroFighters Assault
1814,Puyo Puyo Sun 64
1815,Chou-Kuukan Night Pro Yakyuu King (weekly JP sales)
1816,Sesame Street: Elmo's Number Journey
1817,Tottadoo! Yoiko no Mujintou Seikatsu
1818,Where's Waldo? The Fantastic Journey
1819,Kenka Banchou 4: Ichinen Sensou
1820,Warhammer: Shadow of the Horned Rat
1821,Pro Yakyuu Team o Tsukurou!
1822,Jeopardy!
1823,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion
1824,The Heavy Rain and Beyond: Two Souls Collection
1825,Active Health with Carol Vorderman
1826,Sing4: The Hits Edition
1827,Jewel Master: Cradle of Athena
1828,Princess Maker: Yumemiru Yosei
1829,Big Air
1830,Gallop Racer
1831,3rd Super Robot Wars Z Jigoku Hen
1832,Sudoku Gridmaster (JP sales)
1833,Dynasty Warriors Gundam
1834,Taiko no Tatsujin: Wii U Version!
1835,College Slam
1836,Pro Yaky? Spirits 4
1837,Pictionary
1838,Daigasso! Band Brothers
1839,Momotarou Dentetsu World
1840,Nobunaga no Yabou: Souzou
1841,Doctor Who: Return to Earth
1842,We Dance
1843,Mathews Bowhunting
1844,3rd Super Robot Wars Z: Tengoku-Hen
1845,Remington Super Slam Hunting: North America
1846,Crash & Spyro Superpack
1847,Face Training
1848,ThunderStrike 2
1849,Pro Yaky? Spirits 2012
1850,Thomas the Tank Engine & Friends
1851,Penguin no Mondai X: Tenkuu no 7 Senshi
1852,Bubsy 3D
1853,NCAA Final Four 2001
1854,Jackie Chan Adventures: Legend of the Dark Hand
1855,J-League Pro Soccer Club o Tsukurou! 5
1856,Little Battlers eXperience W
1857,Magical Starsign (US sales)
1858,Phantasy Star Nova
1859,Star Wars: The Clone Wars & Tetris Worlds
1860,The Bee Game
1861,Treasures of the Deep
1862,Hello Kitty: Birthday Adventures
1863,Sports Illustrated for Kids: Football
1864,.hack//Quarantine Part 4: The Final Chapter
1865,Reel Fishing II
1866,Ringling Bros. and Barnum & Bailey Circus
1867,The Walking Dead: Season One
1868,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe"
1869,Super Robot Taisen J
1870,Nep League DS
1871,Ar tonelico 2: Melody of Metafalica
1872,Casper: Friends Around the World
1873,Monopoly Party
1874,International Superstar Soccer 2000 (JP weekly sales)
1875,Klonoa: Door to Phantomile
1876,Metal Gear Ac!d 2
1877,TalkMan (Japan)
1878,Cabela's Adventure Camp
1879,We Sing UK Hits
1880,ZhuZhu Puppies
1881,Rabbids Party Collection
1882,Jewel Match
1883,FIFA Soccer 07
1884,Pokémon I Choose You / Squirtle Squad Game Boy Advance Video
1885,Guilty Gear Xrd: Sign
1886,Pro Yaky? Spirits 2011
1887,Jampack Vol. 1
1888,Moon
1889,Sesame Street: Elmo's Letter Adventure
1890,Re-Volt
1891,Hyperdimension Neptunia
1892,A.C.E.: Another Century's Episode 2
1893,Horrid Henry: Missions of Mischief
1894,Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou
1895,The Adventures of Cookie & Cream
1896,SingStar Motown
1897,Cabela's Legendary Adventures
1898,Shadow Madness
1899,The Game of Life / Yahtzee / Payday
1900,Godzilla (2015)
1901,Atari Anniversary Edition Redux
1902,Toukiden: The Age of Demons
1903,Brunswick Circuit Pro Bowling
1904,Mobile Suit Gundam Seed Destiny: Generation of C.E.
1905,Kidou Senshi Gundam: Senjou no Kizuna Portable
1906,Super Robot Taisen A Portable
1907,Tales of the Tempest
1908,SimCity Creator (JP sales)
1909,Biohazard: Revival Selection
1910,LEGO Island 2: The Brickster's Revenge
1911,Fancy Nancy: Tea Party Time!
1912,Summon Night 4
1913,Pro Yaky? Spirits 5
1914,Ashes Cricket 2009
1915,Petz: Horseshoe Ranch
1916,Broken Sword: Shadows of the Templars - The Director's Cut
1917,The Wild Thornberrys: Animal Adventures
1918,MotoGP 10/11
1919,Jikkyou Powerful Pro Baseball 2016
1920,Mark Davis Pro Bass Challenge
1921,Open Season
1922,Backyard Sports Football: Rookie Rush
1923,Street Fighter: The Movie
1924,Global Defence Force
1925,SaGa 2: Hihou Densetsu - Goddess of Destiny
1926,Super Robot Taisen L
1927,The King of Fighters '97
1928,Time Commando
1929,Professional Fisherman's Tour: Northern Hemisphere
1930,Kekkaishi: Karasumori Ayakashi Kidan
1931,Yakuza Zero: The Place of Oath
1932,The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune
1933,Exhibition Volume 02
1934,Watchmen: The End is Nigh - The Complete Experience
1935,Tamagotchi no Narikiri Challenge
1936,Space Battleship Yamato: Harukanaru Hoshi Iscandar
1937,Sound Novel Evolution 1: Otogirisou Sosei-Hen
1938,Hello Kitty: Happy Party Pals
1939,Ringling Bros. and Barnum & Bailey: Circus Friends
1940,Backyard NFL Football '09
1941,Backyard Baseball '10
1942,Resident Evil Director's Cut: Dual Shock Edition
1943,N3 II: Ninety-Nine Nights
1944,The King of Fighters '95
1945,Hanjuku Eiyuu Tai 3D
1946,.hack//G.U. Vol.3//Redemption
1947,Macross Ultimate Frontier
1948,The Rise of the Argonauts
1949,Tokyo Xtreme Racer
1950,Fighter Maker
1951,Backyard NFL Football '10
1952,Buzz! Brain of the UK
1953,Transformer: Rise of the Dark Spark
1954,Glover
1955,Dragon Ball GT: Game Boy Advance Video Volume 1
1956,Luxor 3
1957,Bratz Kidz
1958,MotoGP 09/10
1959,Mahjong Fight Club
1960,Bomberman 64: The Second Attack!
1961,Codename: Kids Next Door: Game Boy Advance Video Volume 1
1962,Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video
1963,Gundam Assault Survive
1964,Disney TH!NK Fast: The Ultimate Trivia Showdown
1965,Fate/Stay Night [Réalta Nua]
1966,Jikkyou Powerful Pro Yakyuu 2013
1967,Space Griffon VF-9
1968,.hack//G.U. Vol.1//Rebirth
1969,Gyakuten Saiban 3
1970,Tak: Mojo Mistake
1971,Nightmare Creatures II
1972,Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1
1973,Disney's Planes
1974,Reloaded
1975,Sword of the Samurai
1976,MotoGP 15
1977,Naruto Shippuden: Ultimate Ninja 5
1978,Final Fantasy V
1979,NickToons: Racing
1980,VR Golf '97
1981,Off-World Interceptor Extreme
1982,The Naked Brothers Band: The Video Game
1983,Jikkyou Powerful Pro Baseball 2016
1984,I'm A Celebrity: Get Me Out of Here!
1985,Densetsu no Stafi 4
1986,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales)
1987,Tokimeki Memorial: Private Collection
1988,Valkyria Chronicles
1989,Far East of Eden II: Manji Maru
1990,WRC 2: FIA World Rally Championship
1991,Matchbox Cross Town Heroes
1992,Learning to Spell
1993,"Go, Diego, Go! Safari Rescue"
1994,Mousetrap / Operation / Simon
1995,TOEIC Test Training DS
1996,Jikkyou Powerful Pro Yakyuu 2014
1997,MLB 16: The Show
1998,Phantasy Star Online 2
1999,Vehicular Combat League presents Motor Mayhem
2000,PoPoLoCrois: Hajimari no Bouken
2001,Hamster Heroes
2002,Hot Wheels Velocity X
2003,Spider-Man: Web of Shadows - Amazing Allies Edition
2004,Rio
2005,Gunslingers
2006,Pen 1 Grand Prix: Penguin no Mondai Special
2007,Zapper: One Wicked Cricket!
2008,Bomberman Land
2009,Paws & Claws: Pet Resort
2010,The Amazing Spider-Man (Console Version)
2011,Kamaitachi no Yoru × 3
2012,Tom and Jerry: Infurnal Escape
2013,The Legend of Heroes VII: The Trail of Zero
2014,King's Field
2015,Let's Ride: Sunshine Stables
2016,World Stadium 4
2017,San Goku Shi Taisen DS
2018,Kawa no Nushi Tsuri
2019,N2O: Nitrous Oxide
2020,Magic: The Gathering - Battlegrounds
2021,Dr. Muto
2022,DS Rakubiki Jiten
2023,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure
2024,Yu-Gi-Oh! 5D's Tag Force 6
2025,Summon Night EX-Thesis: Yoake no Tsubasa
2026,Pro Yaky? Spirits 3
2027,World Series of Poker: Tournament of Champions 2007 Edition
2028,Namco Classic Fighter Collection
2029,Doctor Who: Evacuation Earth
2030,Ener-G: Dance Squad
2031,Our House
2032,Major League Baseball 2K11
2033,Sengoku Basara: Chronicle Heroes
2034,Power Stakes
2035,Fighters Destiny
2036,Asteroids Hyper 64
2037,The Powerpuff Girls: Chemical X-Traction
2038,Jikkyou Powerful Pro Yakyuu Basic-han 2001
2039,Hydro Thunder
2040,Space Invaders
2041,Destruction Derby 64
2042,Buck Bumble
2043,California Speed
2044,Wonder Project J2: Koruro no Mori no Josette
2045,Take A Break's: Puzzle Master
2046,Minna no DS Seminar: Kanpeki Kanji Ryoku
2047,Macross Ace Frontier
2048,.hack//G.U. Vol.2//Reminisce (jp sales)
2049,Scripps Spelling Bee
2050,Rondo of Swords (US sales)
2051,Family Party: 30 Great Games Outdoor Fun
2052,FIFA Soccer 96
2053,NCAA Final Four 2001
2054,J-League Jikkyou Winning Eleven 2000
2055,Racing Lagoon
2056,Just Sing!
2057,Trivial Pursuit: Bet You Know It
2058,Imagine: Ice Champions
2059,J-League Pro Soccer Club o Tsukurou! 6: Pride of J
2060,Left Brain Right Brain: Use Both Hands Train Both Sides
2061,Power Rangers Double Pack
2062,Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3
2063,"BCFX: The Black College Football Xperience, The Doug Williams Edition"
2064,FIFA Soccer 97
2065,Psychic Force
2066,StarBlade α
2067,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui
2068,Backyard Sports: Sandlot Sluggers
2069,Guilty Gear Xrd: Sign
2070,Rudolph the Red-Nosed Reindeer
2071,MX 2002 Featuring Ricky Carmichael
2072,Halo Triple Pack
2073,Street Racer
2074,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen
2075,Kingdom Hearts: Birth by Sleep - Final Mix
2076,The Incredible Hulk: The Pantheon Saga
2077,The Idolm@ster 2
2078,Space Camp
2079,AC/DC LIVE: Rock Band Track Pack
2080,Polaris SnoCross
2081,Wing Commander III: Heart of the Tiger
2082,Muppet RaceMania
2083,Namco Museum Vol.5
2084,Courier Crisis
2085,The Oregon Trail
2086,Winning Post 3
2087,"Warhammer 40,000: Fire Warrior"
2088,The Quest Trio
2089,Dragon Ball Z: Harukanaru Densetsu (JP sales)
2090,Jewel Quest Solitaire
2091,Disney's Story Studio: Disney's Mulan
2092,Jikkyou Powerful Pro Yakyuu Portable
2093,Farm Frenzy: Animal Country
2094,Cartoon Network Collection: Game Boy Advance Video Special Edition
2095,Streak: Hoverboard Racing
2096,Horse Life Adventures
2097,Amagami
2098,Ice Age 2: The Meltdown
2099,Jikkyou Powerful Pro Yakyuu 2009
2100,The Secret Saturdays: Beasts of the 5th Sun
2101,Countdown: The Game
2102,Active Life Explorer
2103,The Fairly Odd Parents: Clash with the Anti-World
2104,Family Party: Fitness Fun
2105,GoldenEye 007 (2010)
2106,Jikkyou Powerful Pro Yakyuu 2012
2107,Gundam Breaker 2
2108,Cake Mania: In The Mix!
2109,Kowloon's Gate
2110,Hidden Mysteries: Salem Secrets - Witch Trials of 1692
2111,Kids Learn Math: A+ Edition
2112,Build-A-Bear Workshop: Welcome to Hugsville
2113,Suzumiya Haruhi no Yakusoku
2114,3rd Super Robot Wars Z: Tengoku-Hen
2115,Pokémon: Johto Photo Finish: Game Boy Advance Video
2116,White Knight Chronicles: Origins
2117,Spongebob Squarepants / Fairly Odd Parents Double Pack
2118,History Civil War: Secret Missions
2119,Derby Stallion 64
2120,Doraemon 3: Nobi Dai no Machi SOS!
2121,Dark Rift
2122,Petz: Dogz Talent Show
2123,T'ai Fu: Wrath of the Tiger
2124,Candace Kane's Candy Factory
2125,Pro Yaky? Spirits 6
2126,Chessmaster II
2127,Winning Post 4
2128,Major League Baseball 2K13
2129,Pro Baseball Spirits 2015
2130,Curious George
2131,Strawberry Shortcake: Game Boy Advance Video Volume 1
2132,Cardinal Syn
2133,Charm Girls Club: Pajama Party
2134,Warriors Orochi 3
2135,Battle Stadium D.O.N
2136,No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!
2137,Power Pro Kun Pocket 9
2138,Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable
2139,The Walking Dead: Season Two
2140,Yakuza: Ishin
2141,Mobile Suit Gundam: Perfect One Year War
2142,Galerians
2143,DrumMania
2144,Yu-Gi-Oh! Nightmare Troubadour (US sales)
2145,Code:Realize - Sousei no Himegimi
2146,Tamagotchi no Narikiri Channel
2147,Power Pro Kun Pocket 1+2
2148,Blazing Dragons
2149,Shin Megami Tensei: Devil Summoner - Soul Hackers
2150,Shin Chan: ¡Aventuras de Cine!
2151,Tamagotchi Collection
2152,"NewU Fitness First Mind Body, Yoga & Pilates Workout"
2153,Backyard Sports: Sandlot Sluggers
2154,Turbo Prop Racing
2155,Barbie Superpack: Secret Agent / Groovy Games
2156,Dance Dance Revolution (North America)
2157,Dreamworks 2-in-1 Party Pack
2158,MotoGP 2: Ultimate Racing Technology
2159,Black * Rock Shooter: The Game
2160,Travel Games For Dummies
2161,Making History: The Great War
2162,Guilty Gear X2 #Reload
2163,Wizardry VII: Gadeia no Houshu
2164,Dynasty Warriors 8: Xtreme Legends
2165,Moshi Monsters: Katsuma Unleashed
2166,Tamagotchi no Appare! Niji Venture
2167,Tennis no Oji-Sama: Aim at The Victory!
2168,L.A. Rush
2169,Pipe Dreams 3D
2170,Fox Sports Golf '99
2171,The Fifth Element
2172,Kung Fu Panda 2
2173,Diner Dash: Flo on the Go
2174,Okaeri! Chibi-Robo! Happy Richie Oosouji
2175,Haunted House
2176,G.I. Joe: The Rise of Cobra
2177,Super Robot Taisen OG Saga: Endless Frontier (JP sales)
2178,Sengoku Musou 3 Empires
2179,Thunder Truck Rally
2180,Klonoa: Empire of Dreams
2181,G.I. Joe: The Rise of Cobra
2182,Balloon Pop
2183,Disney Infinity 2.0: Marvel Super Heroes
2184,Iron & Blood
2185,Kenka Banchou 5: Otoko no Housoku
2186,Doshin the Giant
2187,Shrek 2 and Shark Tale 2-in-1 Pack
2188,Kamen Rider Ryuki
2189,Front Mission Alternative
2190,World Championship Poker: Howard Lederer - All In
2191,SBK 2011: FIM Superbike World Championship
2192,Power Stone
2193,Uta no * Prince-Sama: Repeat
2194,Cake Mania 3
2195,.hack//Link
2196,Terminator 3: Rise of the Machines
2197,Gundam Breaker 2
2198,Mary-Kate and Ashley: Winners Circle
2199,OutRun 2
2200,Okami
2201,Marvel vs. Capcom 2: New Age of Heroes
2202,Soukaigi
2203,Naruto Shippuden: Ninja Destiny 3
2204,Xevious 3D/G+
2205,Shonen Jump's Shaman King: Master of Spirits
2206,T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy
2207,Naruto RPG 2: Chidori vs Rasengan
2208,Project V6
2209,Akiba's Trip
2210,Bravo Air Race
2211,Gundam: The Battle Master
2212,¡Shin Chan Flipa en colores!
2213,Lord of the Rings: Tactics
2214,Kidou Senshi Gundam: Shin Gihren no Yabou
2215,My Fitness Coach: Club
2216,SingStar Vol. 3
2217,The Granstream Saga
2218,Scene It? Bright Lights! Big Screen!
2219,"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?"
2220,Micro Machines 64 Turbo
2221,Bassmasters 2000
2222,Bio FREAKS
2223,Eternal Eyes
2224,Injustice: Gods Among Us
2225,Fate/Unlimited Codes
2226,International Cricket 2010
2227,Epidemic
2228,Dead or Alive 2
2229,Buck Fever
2230,NCAA Basketball Final Four 97
2231,The Bombing Islands
2232,Earth Defense Force 2: Invaders from Planet Space
2233,Monster Jam
2234,Gyakuten Saiban 2
2235,Detective Barbie: The Mystery Cruise
2236,Jim Henson's the Muppets: On With the Show!
2237,Lips: I Love The 80s
2238,Frank Thomas Big Hurt Baseball
2239,Power Pro Kun Pocket 8
2240,Bottom of the 9th
2241,Pro Yaky? Spirits 2014
2242,Master Jin Jin's IQ Challenge
2243,Barbie Explorer
2244,Transformers: Prime
2245,Agile Warrior F-111X
2246,Jikkyou Powerful Pro Yakyuu Wii
2247,Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation
2248,Space Venus starring Morning Musume
2249,To Heart
2250,Yu-Gi-Oh! Nightmare Troubadour (JP sales)
2251,MySims Collection
2252,Football Manager 2012
2253,Ape Escape Academy (jp sales)
2254,FIFA 06 Soccer
2255,Pro Yakyuu Netsu Star 2006
2256,The History Channel: Civil War - A Nation Divided
2257,Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman
2258,Cyber Sled
2259,Puyo Puyo!! 20th Anniversary
2260,I Spy: Universe
2261,Littlest Pet Shop: Spring
2262,The Amazing Race
2263,In the Hunt
2264,Marvel vs. Capcom 2: New Age of Heroes
2265,SNK vs. Capcom: The Match of the Millennium
2266,Singstar: Ultimate Party
2267,The X-Factor
2268,Avatar: The Last Airbender - The Burning Earth
2269,Vampire Moon: The Mystery of the Hidden Sun
2270,Paws & Claws: Pet Vet 2
2271,G.I. Joe: The Rise of Cobra
2272,Football Manager 2014
2273,Houshinengi
2274,7th Dragon
2275,LEGO Island Xtreme Stunts
2276,Cruise Ship Vacation Games
2277,Gourmet Chef: Cook Your Way to Fame
2278,Learn Math
2279,World Soccer Winning Eleven 9 Bonus Pack
2280,Scene It? Bright Lights! Big Screen!
2281,Shining Resonance
2282,Interactive Sampler Disc 6
2283,Let's Play Ballerina
2284,Kamen Rider Battle: Ganbaride
2285,Guilty Gear
2286,Mary-Kate and Ashley: Crush Course
2287,NHL Breakaway 98
2288,Top Shot Arcade
2289,Imagine: Fashion Stylist
2290,ESPN MLB Baseball
2291,Queen's Gate: Spiral Chaos
2292,Nayuta no Kiseki
2293,Quick Yoga Training
2294,Fashion Studio: Paris Collection
2295,Peppa Pig: Fun and Games
2296,Backyard Soccer
2297,Final Fantasy XI: Rise of the Zilart
2298,Nobunaga no Yabou: Tendou
2299,Bio FREAKS
2300,Suzumiya Haruhi no Tomadoi
2301,Go Play: Circus Star
2302,Winter Stars
2303,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion
2304,Rurouni Kenshin: Enjou! Kyoto Rinne
2305,Suikoden: Tsumugareshi Hyakunen no Toki
2306,Shonen Jump's One Piece: Grand Battle
2307,Pro Yaky? Spirits 6
2308,Freddi Fish: ABC under the sea
2309,Hyperdimension Idol Neptunia PP
2310,Paperboy / Rampage
2311,Shiren the Wanderer 4 - God's Eye and the Demon's Navel
2312,Sentou Kokka Air Land Battle
2313,NTRA Breeders' Cup World Thoroughbred Championships
2314,WipeOut 3 The Game
2315,Brain Assist
2316,Azure Dreams
2317,SingStar Latino
2318,Bakugan: Battle Trainer
2319,Kurt Warner's Arena Football Unleashed
2320,Suite PreCure: Melody Collection
2321,James Bond 007: Legends
2322,Castrol Honda Superbike Racing
2323,History Civil War: Secret Missions
2324,Ken to Mahou to Gakuen Mono. 3
2325,The Flintstones: Bedrock Bowling
2326,Scene It? Bright Lights! Big Screen!
2327,My Baby: First Steps
2328,Pro Baseball Spirits 2015
2329,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban
2330,Tales of the Heroes: Twin Brave
2331,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2
2332,Nagano Winter Olympics '98
2333,Winning Post 5
2334,All Star Cheer Squad 2
